run_id,backbone,benchmark,data_fraction,seed,status,train_yaml,eval_script,num_gpus,metric_keys,overrides
bb-R7__robocasa_gr1_f050__s2,R7,robocasa_gr1,0.5,2,planned,examples/simBenchmarks/Robocasa_tabletop/train_files/starvla_gr1.yaml,examples/simBenchmarks/Robocasa_tabletop/eval_files/run_eval.sh,16,success_rate,"{""datasets.vla_data.data_fraction"": ""0.5"", ""datasets.vla_data.per_device_batch_size"": ""16"", ""framework.name"": ""QwenOFT"", ""run_id"": ""bb-R7__robocasa_gr1_f050__s2"", ""run_root_dir"": ""playground/Checkpoints/backbone_bench"", ""seed"": ""2"", ""trainer.freeze_modules"": """", ""trainer.learning_rate.action_model"": ""0.0001"", ""trainer.learning_rate.qwen_vl_interface"": ""1e-05"", ""trainer.max_train_steps"": ""30000"", ""trainer.pretrained_checkpoint"": ""playground/Checkpoints/pretrain_R7/checkpoints/steps_100000_pytorch_model.pt"", ""trainer.reload_modules"": ""qwen_vl_interface""}"
bb-R7__robocasa_gr1__s0,R7,robocasa_gr1,1,0,planned,examples/simBenchmarks/Robocasa_tabletop/train_files/starvla_gr1.yaml,examples/simBenchmarks/Robocasa_tabletop/eval_files/run_eval.sh,16,success_rate,"{""datasets.vla_data.per_device_batch_size"": ""16"", ""framework.name"": ""QwenOFT"", ""run_id"": ""bb-R7__robocasa_gr1__s0"", ""run_root_dir"": ""playground/Checkpoints/backbone_bench"", ""seed"": ""0"", ""trainer.freeze_modules"": """", ""trainer.learning_rate.action_model"": ""0.0001"", ""trainer.learning_rate.qwen_vl_interface"": ""1e-05"", ""trainer.max_train_steps"": ""30000"", ""trainer.pretrained_checkpoint"": ""playground/Checkpoints/pretrain_R7/checkpoints/steps_100000_pytorch_model.pt"", ""trainer.reload_modules"": ""qwen_vl_interface""}"
bb-R7__robocasa_gr1__s1,R7,robocasa_gr1,1,1,planned,examples/simBenchmarks/Robocasa_tabletop/train_files/starvla_gr1.yaml,examples/simBenchmarks/Robocasa_tabletop/eval_files/run_eval.sh,16,success_rate,"{""datasets.vla_data.per_device_batch_size"": ""16"", ""framework.name"": ""QwenOFT"", ""run_id"": ""bb-R7__robocasa_gr1__s1"", ""run_root_dir"": ""playground/Checkpoints/backbone_bench"", ""seed"": ""1"", ""trainer.freeze_modules"": """", ""trainer.learning_rate.action_model"": ""0.0001"", ""trainer.learning_rate.qwen_vl_interface"": ""1e-05"", ""trainer.max_train_steps"": ""30000"", ""trainer.pretrained_checkpoint"": ""playground/Checkpoints/pretrain_R7/checkpoints/steps_100000_pytorch_model.pt"", ""trainer.reload_modules"": ""qwen_vl_interface""}"
bb-R7__robocasa_gr1__s2,R7,robocasa_gr1,1,2,planned,examples/simBenchmarks/Robocasa_tabletop/train_files/starvla_gr1.yaml,examples/simBenchmarks/Robocasa_tabletop/eval_files/run_eval.sh,16,success_rate,"{""datasets.vla_data.per_device_batch_size"": ""16"", ""framework.name"": ""QwenOFT"", ""run_id"": ""bb-R7__robocasa_gr1__s2"", ""run_root_dir"": ""playground/Checkpoints/backbone_bench"", ""seed"": ""2"", ""trainer.freeze_modules"": """", ""trainer.learning_rate.action_model"": ""0.0001"", ""trainer.learning_rate.qwen_vl_interface"": ""1e-05"", ""trainer.max_train_steps"": ""30000"", ""trainer.pretrained_checkpoint"": ""playground/Checkpoints/pretrain_R7/checkpoints/steps_100000_pytorch_model.pt"", ""trainer.reload_modules"": ""qwen_vl_interface""}"
bb-R8__robocasa_gr1_f010__s0,R8,robocasa_gr1,0.1,0,planned,examples/simBenchmarks/Robocasa_tabletop/train_files/starvla_gr1.yaml,examples/simBenchmarks/Robocasa_tabletop/eval_files/run_eval.sh,16,success_rate,"{""datasets.vla_data.data_fraction"": ""0.1"", ""datasets.vla_data.per_device_batch_size"": ""16"", ""framework.name"": ""QwenOFT"", ""run_id"": ""bb-R8__robocasa_gr1_f010__s0"", ""run_root_dir"": ""playground/Checkpoints/backbone_bench"", ""seed"": ""0"", ""trainer.freeze_modules"": """", ""trainer.learning_rate.action_model"": ""0.0001"", ""trainer.learning_rate.qwen_vl_interface"": ""1e-05"", ""trainer.max_train_steps"": ""30000"", ""trainer.pretrained_checkpoint"": ""playground/Checkpoints/pretrain_R8/checkpoints/steps_100000_pytorch_model.pt"", ""trainer.reload_modules"": ""qwen_vl_interface""}"
bb-R8__robocasa_gr1_f010__s1,R8,robocasa_gr1,0.1,1,planned,examples/simBenchmarks/Robocasa_tabletop/train_files/starvla_gr1.yaml,examples/simBenchmarks/Robocasa_tabletop/eval_files/run_eval.sh,16,success_rate,"{""datasets.vla_data.data_fraction"": ""0.1"", ""datasets.vla_data.per_device_batch_size"": ""16"", ""framework.name"": ""QwenOFT"", ""run_id"": ""bb-R8__robocasa_gr1_f010__s1"", ""run_root_dir"": ""playground/Checkpoints/backbone_bench"", ""seed"": ""1"", ""trainer.freeze_modules"": """", ""trainer.learning_rate.action_model"": ""0.0001"", ""trainer.learning_rate.qwen_vl_interface"": ""1e-05"", ""trainer.max_train_steps"": ""30000"", ""trainer.pretrained_checkpoint"": ""playground/Checkpoints/pretrain_R8/checkpoints/steps_100000_pytorch_model.pt"", ""trainer.reload_modules"": ""qwen_vl_interface""}"
bb-R8__robocasa_gr1_f010__s2,R8,robocasa_gr1,0.1,2,planned,examples/simBenchmarks/Robocasa_tabletop/train_files/starvla_gr1.yaml,examples/simBenchmarks/Robocasa_tabletop/eval_files/run_eval.sh,16,success_rate,"{""datasets.vla_data.data_fraction"": ""0.1"", ""datasets.vla_data.per_device_batch_size"": ""16"", ""framework.name"": ""QwenOFT"", ""run_id"": ""bb-R8__robocasa_gr1_f010__s2"", ""run_root_dir"": ""playground/Checkpoints/backbone_bench"", ""seed"": ""2"", ""trainer.freeze_modules"": """", ""trainer.learning_rate.action_model"": ""0.0001"", ""trainer.learning_rate.qwen_vl_interface"": ""1e-05"", ""trainer.max_train_steps"": ""30000"", ""trainer.pretrained_checkpoint"": ""playground/Checkpoints/pretrain_R8/checkpoints/steps_100000_pytorch_model.pt"", ""trainer.reload_modules"": ""qwen_vl_interface""}"
bb-R8__robocasa_gr1_f020__s0,R8,robocasa_gr1,0.2,0,planned,examples/simBenchmarks/Robocasa_tabletop/train_files/starvla_gr1.yaml,examples/simBenchmarks/Robocasa_tabletop/eval_files/run_eval.sh,16,success_rate,"{""datasets.vla_data.data_fraction"": ""0.2"", ""datasets.vla_data.per_device_batch_size"": ""16"", ""framework.name"": ""QwenOFT"", ""run_id"": ""bb-R8__robocasa_gr1_f020__s0"", ""run_root_dir"": ""playground/Checkpoints/backbone_bench"", ""seed"": ""0"", ""trainer.freeze_modules"": """", ""trainer.learning_rate.action_model"": ""0.0001"", ""trainer.learning_rate.qwen_vl_interface"": ""1e-05"", ""trainer.max_train_steps"": ""30000"", ""trainer.pretrained_checkpoint"": ""playground/Checkpoints/pretrain_R8/checkpoints/steps_100000_pytorch_model.pt"", ""trainer.reload_modules"": ""qwen_vl_interface""}"
bb-R8__robocasa_gr1_f020__s1,R8,robocasa_gr1,0.2,1,planned,examples/simBenchmarks/Robocasa_tabletop/train_files/starvla_gr1.yaml,examples/simBenchmarks/Robocasa_tabletop/eval_files/run_eval.sh,16,success_rate,"{""datasets.vla_data.data_fraction"": ""0.2"", ""datasets.vla_data.per_device_batch_size"": ""16"", ""framework.name"": ""QwenOFT"", ""run_id"": ""bb-R8__robocasa_gr1_f020__s1"", ""run_root_dir"": ""playground/Checkpoints/backbone_bench"", ""seed"": ""1"", ""trainer.freeze_modules"": """", ""trainer.learning_rate.action_model"": ""0.0001"", ""trainer.learning_rate.qwen_vl_interface"": ""1e-05"", ""trainer.max_train_steps"": ""30000"", ""trainer.pretrained_checkpoint"": ""playground/Checkpoints/pretrain_R8/checkpoints/steps_100000_pytorch_model.pt"", ""trainer.reload_modules"": ""qwen_vl_interface""}"
bb-R8__robocasa_gr1_f020__s2,R8,robocasa_gr1,0.2,2,planned,examples/simBenchmarks/Robocasa_tabletop/train_files/starvla_gr1.yaml,examples/simBenchmarks/Robocasa_tabletop/eval_files/run_eval.sh,16,success_rate,"{""datasets.vla_data.data_fraction"": ""0.2"", ""datasets.vla_data.per_device_batch_size"": ""16"", ""framework.name"": ""QwenOFT"", ""run_id"": ""bb-R8__robocasa_gr1_f020__s2"", ""run_root_dir"": ""playground/Checkpoints/backbone_bench"", ""seed"": ""2"", ""trainer.freeze_modules"": """", ""trainer.learning_rate.action_model"": ""0.0001"", ""trainer.learning_rate.qwen_vl_interface"": ""1e-05"", ""trainer.max_train_steps"": ""30000"", ""trainer.pretrained_checkpoint"": ""playground/Checkpoints/pretrain_R8/checkpoints/steps_100000_pytorch_model.pt"", ""trainer.reload_modules"": ""qwen_vl_interface""}"
bb-R8__robocasa_gr1_f050__s0,R8,robocasa_gr1,0.5,0,planned,examples/simBenchmarks/Robocasa_tabletop/train_files/starvla_gr1.yaml,examples/simBenchmarks/Robocasa_tabletop/eval_files/run_eval.sh,16,success_rate,"{""datasets.vla_data.data_fraction"": ""0.5"", ""datasets.vla_data.per_device_batch_size"": ""16"", ""framework.name"": ""QwenOFT"", ""run_id"": ""bb-R8__robocasa_gr1_f050__s0"", ""run_root_dir"": ""playground/Checkpoints/backbone_bench"", ""seed"": ""0"", ""trainer.freeze_modules"": """", ""trainer.learning_rate.action_model"": ""0.0001"", ""trainer.learning_rate.qwen_vl_interface"": ""1e-05"", ""trainer.max_train_steps"": ""30000"", ""trainer.pretrained_checkpoint"": ""playground/Checkpoints/pretrain_R8/checkpoints/steps_100000_pytorch_model.pt"", ""trainer.reload_modules"": ""qwen_vl_interface""}"
bb-R8__robocasa_gr1_f050__s1,R8,robocasa_gr1,0.5,1,planned,examples/simBenchmarks/Robocasa_tabletop/train_files/starvla_gr1.yaml,examples/simBenchmarks/Robocasa_tabletop/eval_files/run_eval.sh,16,success_rate,"{""datasets.vla_data.data_fraction"": ""0.5"", ""datasets.vla_data.per_device_batch_size"": ""16"", ""framework.name"": ""QwenOFT"", ""run_id"": ""bb-R8__robocasa_gr1_f050__s1"", ""run_root_dir"": ""playground/Checkpoints/backbone_bench"", ""seed"": ""1"", ""trainer.freeze_modules"": """", ""trainer.learning_rate.action_model"": ""0.0001"", ""trainer.learning_rate.qwen_vl_interface"": ""1e-05"", ""trainer.max_train_steps"": ""30000"", ""trainer.pretrained_checkpoint"": ""playground/Checkpoints/pretrain_R8/checkpoints/steps_100000_pytorch_model.pt"", ""trainer.reload_modules"": ""qwen_vl_interface""}"
bb-R8__robocasa_gr1_f050__s2,R8,robocasa_gr1,0.5,2,planned,examples/simBenchmarks/Robocasa_tabletop/train_files/starvla_gr1.yaml,examples/simBenchmarks/Robocasa_tabletop/eval_files/run_eval.sh,16,success_rate,"{""datasets.vla_data.data_fraction"": ""0.5"", ""datasets.vla_data.per_device_batch_size"": ""16"", ""framework.name"": ""QwenOFT"", ""run_id"": ""bb-R8__robocasa_gr1_f050__s2"", ""run_root_dir"": ""playground/Checkpoints/backbone_bench"", ""seed"": ""2"", ""trainer.freeze_modules"": """", ""trainer.learning_rate.action_model"": ""0.0001"", ""trainer.learning_rate.qwen_vl_interface"": ""1e-05"", ""trainer.max_train_steps"": ""30000"", ""trainer.pretrained_checkpoint"": ""playground/Checkpoints/pretrain_R8/checkpoints/steps_100000_pytorch_model.pt"", ""trainer.reload_modules"": ""qwen_vl_interface""}"
bb-R8__robocasa_gr1__s0,R8,robocasa_gr1,1,0,planned,examples/simBenchmarks/Robocasa_tabletop/train_files/starvla_gr1.yaml,examples/simBenchmarks/Robocasa_tabletop/eval_files/run_eval.sh,16,success_rate,"{""datasets.vla_data.per_device_batch_size"": ""16"", ""framework.name"": ""QwenOFT"", ""run_id"": ""bb-R8__robocasa_gr1__s0"", ""run_root_dir"": ""playground/Checkpoints/backbone_bench"", ""seed"": ""0"", ""trainer.freeze_modules"": """", ""trainer.learning_rate.action_model"": ""0.0001"", ""trainer.learning_rate.qwen_vl_interface"": ""1e-05"", ""trainer.max_train_steps"": ""30000"", ""trainer.pretrained_checkpoint"": ""playground/Checkpoints/pretrain_R8/checkpoints/steps_100000_pytorch_model.pt"", ""trainer.reload_modules"": ""qwen_vl_interface""}"
bb-R8__robocasa_gr1__s1,R8,robocasa_gr1,1,1,planned,examples/simBenchmarks/Robocasa_tabletop/train_files/starvla_gr1.yaml,examples/simBenchmarks/Robocasa_tabletop/eval_files/run_eval.sh,16,success_rate,"{""datasets.vla_data.per_device_batch_size"": ""16"", ""framework.name"": ""QwenOFT"", ""run_id"": ""bb-R8__robocasa_gr1__s1"", ""run_root_dir"": ""playground/Checkpoints/backbone_bench"", ""seed"": ""1"", ""trainer.freeze_modules"": """", ""trainer.learning_rate.action_model"": ""0.0001"", ""trainer.learning_rate.qwen_vl_interface"": ""1e-05"", ""trainer.max_train_steps"": ""30000"", ""trainer.pretrained_checkpoint"": ""playground/Checkpoints/pretrain_R8/checkpoints/steps_100000_pytorch_model.pt"", ""trainer.reload_modules"": ""qwen_vl_interface""}"
bb-R8__robocasa_gr1__s2,R8,robocasa_gr1,1,2,planned,examples/simBenchmarks/Robocasa_tabletop/train_files/starvla_gr1.yaml,examples/simBenchmarks/Robocasa_tabletop/eval_files/run_eval.sh,16,success_rate,"{""datasets.vla_data.per_device_batch_size"": ""16"", ""framework.name"": ""QwenOFT"", ""run_id"": ""bb-R8__robocasa_gr1__s2"", ""run_root_dir"": ""playground/Checkpoints/backbone_bench"", ""seed"": ""2"", ""trainer.freeze_modules"": """", ""trainer.learning_rate.action_model"": ""0.0001"", ""trainer.learning_rate.qwen_vl_interface"": ""1e-05"", ""trainer.max_train_steps"": ""30000"", ""trainer.pretrained_checkpoint"": ""playground/Checkpoints/pretrain_R8/checkpoints/steps_100000_pytorch_model.pt"", ""trainer.reload_modules"": ""qwen_vl_interface""}"
